Probe	Chromosome	Start	End
Chr1:100636001-100638000	1	100636001	100638000
Chr1:100640001-100642000	1	100640001	100642000
Chr1:100756001-100758000	1	100756001	100760000
Chr1:100984001-100986000	1	100984001	100986000
Chr1:101042001-101044000	1	101042001	101046000
Chr1:101104001-101106000	1	101104001	101108000
Chr1:101148001-101150000	1	101148001	101150000
Chr1:101246001-101248000	1	101246001	101248000
Chr1:101304001-101306000	1	101304001	101308000
Chr1:101332001-101334000	1	101332001	101336000
Chr1:101362001-101364000	1	101362001	101364000
Chr1:101376001-101378000	1	101376001	101378000
Chr1:101570001-101572000	1	101570001	101572000
Chr1:101590001-101592000	1	101590001	101592000
Chr1:101602001-101604000	1	101602001	101606000
Chr1:101760001-101762000	1	101760001	101764000
Chr1:101928001-101930000	1	101928001	101932000
Chr1:101980001-101982000	1	101980001	101984000
Chr1:102006001-102008000	1	102006001	102008000
Chr1:102088001-102090000	1	102088001	102092000
Chr1:102124001-102126000	1	102124001	102128000
Chr1:102250001-102252000	1	102250001	102256000
Chr1:102390001-102392000	1	102390001	102394000
Chr1:102600001-102602000	1	102600001	102604000
Chr1:103032001-103034000	1	103032001	103038000
Chr1:103112001-103114000	1	103112001	103118000
Chr1:103148001-103150000	1	103148001	103154000
Chr1:103206001-103208000	1	103206001	103212000
Chr1:103590001-103592000	1	103590001	103594000
Chr1:103920001-103922000	1	103920001	103926000
Chr1:104218001-104220000	1	104218001	104224000
Chr1:104270001-104272000	1	104270001	104272000
Chr1:104274001-104276000	1	104274001	104280000
Chr1:104290001-104292000	1	104290001	104294000
Chr1:104582001-104584000	1	104582001	104584000
Chr1:104638001-104640000	1	104638001	104640000
Chr1:104656001-104658000	1	104656001	104658000
Chr1:104964001-104966000	1	104964001	104968000
Chr1:105014001-105016000	1	105014001	105020000
Chr1:105568001-105570000	1	105568001	105574000
Chr1:105612001-105614000	1	105612001	105614000
Chr1:105834001-105836000	1	105834001	105836000
Chr1:106116001-106118000	1	106116001	106118000
Chr1:106294001-106296000	1	106294001	106300000
Chr1:106850001-106852000	1	106850001	106854000
Chr1:107040001-107042000	1	107040001	107042000
Chr1:107122001-107124000	1	107122001	107124000
Chr1:107204001-107206000	1	107204001	107208000
Chr1:107630001-107632000	1	107630001	107632000
Chr1:107752001-107754000	1	107752001	107756000
Chr1:107794001-107796000	1	107794001	107800000
Chr1:107824001-107826000	1	107824001	107830000
Chr1:107882001-107884000	1	107882001	107890000
Chr1:107920001-107922000	1	107920001	107926000
Chr1:108322001-108324000	1	108322001	108328000
Chr1:108352001-108354000	1	108352001	108356000
Chr1:108406001-108408000	1	108406001	108416000
Chr1:108518001-108520000	1	108518001	108524000
Chr1:108628001-108630000	1	108628001	108630000
Chr1:108734001-108736000	1	108734001	108738000
Chr1:109036001-109038000	1	109036001	109040000
Chr1:109070001-109072000	1	109070001	109072000
Chr1:109130001-109132000	1	109130001	109134000
Chr1:109344001-109346000	1	109344001	109348000
Chr1:109614001-109616000	1	109614001	109620000
Chr1:109872001-109874000	1	109872001	109878000
Chr1:110036001-110038000	1	110036001	110042000
Chr1:110174001-110176000	1	110174001	110178000
Chr1:110186001-110188000	1	110186001	110188000
Chr1:110284001-110286000	1	110284001	110294000
Chr1:110330001-110332000	1	110330001	110334000
Chr1:110808001-110810000	1	110808001	110812000
Chr1:110938001-110940000	1	110938001	110942000
Chr1:111254001-111256000	1	111254001	111260000
Chr1:111462001-111464000	1	111462001	111466000
Chr1:111574001-111576000	1	111574001	111580000
Chr1:111628001-111630000	1	111628001	111632000
Chr1:111692001-111694000	1	111692001	111696000
Chr1:111704001-111706000	1	111704001	111710000
Chr1:111774001-111776000	1	111774001	111776000
Chr1:111886001-111888000	1	111886001	111890000
Chr1:111958001-111960000	1	111958001	111964000
Chr1:112168001-112170000	1	112168001	112170000
Chr1:112172001-112174000	1	112172001	112176000
Chr1:112214001-112216000	1	112214001	112220000
Chr1:112234001-112236000	1	112234001	112238000
Chr1:112266001-112268000	1	112266001	112268000
Chr1:112442001-112444000	1	112442001	112444000
Chr1:112552001-112554000	1	112552001	112556000
Chr1:112566001-112568000	1	112566001	112568000
Chr1:112580001-112582000	1	112580001	112582000
Chr1:112654001-112656000	1	112654001	112658000
Chr1:112818001-112820000	1	112818001	112820000
Chr1:112840001-112842000	1	112840001	112844000
Chr1:112930001-112932000	1	112930001	112934000
Chr1:113018001-113020000	1	113018001	113022000
Chr1:113054001-113056000	1	113054001	113056000
Chr1:113338001-113340000	1	113338001	113342000
Chr1:113714001-113716000	1	113714001	113716000
Chr1:113722001-113724000	1	113722001	113724000
Chr1:113746001-113748000	1	113746001	113750000
Chr1:113896001-113898000	1	113896001	113898000
Chr1:114030001-114032000	1	114030001	114036000
Chr1:114104001-114106000	1	114104001	114106000
Chr1:114130001-114132000	1	114130001	114134000
Chr1:114178001-114180000	1	114178001	114184000
Chr1:114186001-114188000	1	114186001	114190000
Chr1:114224001-114226000	1	114224001	114230000
Chr1:114558001-114560000	1	114558001	114564000
Chr1:114604001-114606000	1	114604001	114610000
Chr1:114732001-114734000	1	114732001	114738000
Chr1:114766001-114768000	1	114766001	114770000
Chr1:114804001-114806000	1	114804001	114808000
Chr1:115102001-115104000	1	115102001	115106000
Chr1:115448001-115450000	1	115448001	115454000
Chr1:115458001-115460000	1	115458001	115460000
Chr1:115478001-115480000	1	115478001	115482000
Chr1:115800001-115802000	1	115800001	115806000
Chr1:115886001-115888000	1	115886001	115890000
Chr1:116358001-116360000	1	116358001	116362000
Chr1:116456001-116458000	1	116456001	116462000
Chr1:116650001-116652000	1	116650001	116654000
Chr1:116856001-116858000	1	116856001	116862000
Chr1:116882001-116884000	1	116882001	116886000
Chr1:116898001-116900000	1	116898001	116902000
Chr1:117166001-117168000	1	117166001	117170000
Chr1:117204001-117206000	1	117204001	117210000
Chr1:117232001-117234000	1	117232001	117238000
Chr1:117254001-117256000	1	117254001	117260000
Chr1:117370001-117372000	1	117370001	117376000
Chr1:117402001-117404000	1	117402001	117406000
Chr1:117428001-117430000	1	117428001	117434000
Chr1:117448001-117450000	1	117448001	117450000
Chr1:117472001-117474000	1	117472001	117474000
Chr1:117480001-117482000	1	117480001	117486000
Chr1:117554001-117556000	1	117554001	117556000
Chr1:117702001-117704000	1	117702001	117708000
Chr1:118032001-118034000	1	118032001	118034000
Chr1:118098001-118100000	1	118098001	118102000
Chr1:118122001-118124000	1	118122001	118128000
Chr1:118144001-118146000	1	118144001	118146000
Chr1:118490001-118492000	1	118490001	118492000
Chr1:118582001-118584000	1	118582001	118588000
Chr1:119746001-119748000	1	119746001	119750000
Chr1:120572001-120574000	1	120572001	120576000
Chr1:120900001-120902000	1	120900001	120902000
Chr1:120904001-120906000	1	120904001	120906000
Chr1:120994001-120996000	1	120994001	121000000
Chr1:121036001-121038000	1	121036001	121042000
Chr1:121204001-121206000	1	121204001	121210000
Chr1:121738001-121740000	1	121738001	121744000
Chr1:121778001-121780000	1	121778001	121780000
Chr1:121932001-121934000	1	121932001	121934000
Chr1:122032001-122034000	1	122032001	122036000
Chr1:122088001-122090000	1	122088001	122092000
Chr1:122444001-122446000	1	122444001	122446000
Chr1:122652001-122654000	1	122652001	122656000
Chr1:122768001-122770000	1	122768001	122772000
Chr1:122954001-122956000	1	122954001	122956000
Chr1:123858001-123860000	1	123858001	123862000
Chr1:123874001-123876000	1	123874001	123878000
Chr1:124142001-124144000	1	124142001	124146000
Chr1:124198001-124200000	1	124198001	124202000
Chr1:124642001-124644000	1	124642001	124644000
Chr1:124924001-124926000	1	124924001	124928000
Chr1:124966001-124968000	1	124966001	124972000
Chr1:125132001-125134000	1	125132001	125144000
Chr1:125276001-125278000	1	125276001	125278000
Chr1:125318001-125320000	1	125318001	125322000
Chr1:125348001-125350000	1	125348001	125350000
Chr1:125356001-125358000	1	125356001	125362000
Chr1:125618001-125620000	1	125618001	125620000
Chr1:126424001-126426000	1	126424001	126428000
Chr1:126628001-126630000	1	126628001	126630000
Chr1:126664001-126666000	1	126664001	126670000
Chr1:126768001-126770000	1	126768001	126790000
Chr1:126794001-126796000	1	126794001	126798000
Chr1:126884001-126886000	1	126884001	126888000
Chr1:126940001-126942000	1	126940001	126944000
Chr1:127560001-127562000	1	127560001	127564000
Chr1:127592001-127594000	1	127592001	127594000
Chr1:127876001-127878000	1	127876001	127882000
Chr1:127892001-127894000	1	127892001	127896000
Chr1:128088001-128090000	1	128088001	128090000
Chr1:128484001-128486000	1	128484001	128488000
Chr1:128502001-128504000	1	128502001	128504000
Chr1:128774001-128776000	1	128774001	128780000
Chr1:128848001-128850000	1	128848001	128852000
Chr1:129334001-129336000	1	129334001	129336000
Chr1:129396001-129398000	1	129396001	129400000
Chr1:129438001-129440000	1	129438001	129442000
Chr1:130032001-130034000	1	130032001	130038000
Chr1:130200001-130202000	1	130200001	130204000
Chr1:130492001-130494000	1	130492001	130496000
Chr1:130536001-130538000	1	130536001	130538000
Chr1:130600001-130602000	1	130600001	130606000
Chr1:131302001-131304000	1	131302001	131308000
Chr1:131644001-131646000	1	131644001	131650000
Chr1:131682001-131684000	1	131682001	131686000
Chr1:133362001-133364000	1	133362001	133364000
Chr1:134000001-134002000	1	134000001	134002000
Chr1:134126001-134128000	1	134126001	134130000
Chr1:134402001-134404000	1	134402001	134404000
Chr1:137064001-137066000	1	137064001	137068000
Chr1:137150001-137152000	1	137150001	137156000
Chr1:137274001-137276000	1	137274001	137278000
Chr1:137338001-137340000	1	137338001	137350000
Chr1:137528001-137530000	1	137528001	137532000
Chr1:137712001-137714000	1	137712001	137716000
Chr1:137980001-137982000	1	137980001	137984000
Chr1:138306001-138308000	1	138306001	138312000
Chr1:138454001-138456000	1	138454001	138456000
Chr1:138790001-138792000	1	138790001	138794000
Chr1:138804001-138806000	1	138804001	138808000
Chr1:139118001-139120000	1	139118001	139122000
Chr1:139544001-139546000	1	139544001	139546000
Chr1:139588001-139590000	1	139588001	139590000
Chr1:139614001-139616000	1	139614001	139620000
Chr1:139648001-139650000	1	139648001	139650000
Chr1:139718001-139720000	1	139718001	139722000
Chr1:139726001-139728000	1	139726001	139730000
Chr1:139820001-139822000	1	139820001	139826000
Chr1:139896001-139898000	1	139896001	139898000
Chr1:139906001-139908000	1	139906001	139920000
Chr1:139954001-139956000	1	139954001	139958000
Chr1:140044001-140046000	1	140044001	140048000
Chr1:140110001-140112000	1	140110001	140112000
Chr1:140122001-140124000	1	140122001	140124000
Chr1:140516001-140518000	1	140516001	140518000
Chr1:140644001-140646000	1	140644001	140648000
Chr1:140710001-140712000	1	140710001	140716000
Chr1:140818001-140820000	1	140818001	140822000
Chr1:140904001-140906000	1	140904001	140906000
Chr1:140924001-140926000	1	140924001	140930000
Chr1:141036001-141038000	1	141036001	141042000
Chr1:141192001-141194000	1	141192001	141196000
Chr1:141262001-141264000	1	141262001	141268000
Chr1:141692001-141694000	1	141692001	141694000
Chr1:141698001-141700000	1	141698001	141704000
Chr1:142356001-142358000	1	142356001	142364000
Chr1:142372001-142374000	1	142372001	142376000
Chr1:142496001-142498000	1	142496001	142500000
Chr1:142586001-142588000	1	142586001	142590000
Chr1:142668001-142670000	1	142668001	142672000
Chr1:142724001-142726000	1	142724001	142728000
Chr1:143022001-143024000	1	143022001	143026000
Chr1:143162001-143164000	1	143162001	143168000
Chr1:143248001-143250000	1	143248001	143252000
Chr1:143326001-143328000	1	143326001	143332000
Chr1:143382001-143384000	1	143382001	143386000
Chr1:143396001-143398000	1	143396001	143452000
Chr1:143506001-143508000	1	143506001	143512000
Chr1:143546001-143548000	1	143546001	143548000
Chr1:143712001-143714000	1	143712001	143716000
Chr1:143862001-143864000	1	143862001	143868000
Chr1:143892001-143894000	1	143892001	143896000
Chr1:143966001-143968000	1	143966001	143970000
Chr1:144066001-144068000	1	144066001	144070000
Chr1:144322001-144324000	1	144322001	144326000
Chr1:144386001-144388000	1	144386001	144390000
Chr1:144460001-144462000	1	144460001	144464000
Chr1:144676001-144678000	1	144676001	144680000
Chr1:144742001-144744000	1	144742001	144744000
Chr1:144808001-144810000	1	144808001	144812000
Chr1:144856001-144858000	1	144856001	144862000
Chr1:145082001-145084000	1	145082001	145084000
Chr1:145102001-145104000	1	145102001	145104000
Chr1:145250001-145252000	1	145250001	145254000
Chr1:145448001-145450000	1	145448001	145450000
Chr1:145470001-145472000	1	145470001	145476000
Chr1:145528001-145530000	1	145528001	145536000
Chr1:145794001-145796000	1	145794001	145798000
Chr1:145818001-145820000	1	145818001	145824000
Chr1:146006001-146008000	1	146006001	146010000
Chr1:146020001-146022000	1	146020001	146022000
Chr1:146122001-146124000	1	146122001	146128000
Chr1:146150001-146152000	1	146150001	146154000
Chr1:146196001-146198000	1	146196001	146204000
Chr1:146286001-146288000	1	146286001	146288000
Chr1:146300001-146302000	1	146300001	146302000
Chr1:146394001-146396000	1	146394001	146396000
Chr1:146398001-146400000	1	146398001	146404000
Chr1:146446001-146448000	1	146446001	146450000
Chr1:146466001-146468000	1	146466001	146472000
Chr1:146604001-146606000	1	146604001	146610000
Chr1:146618001-146620000	1	146618001	146620000
Chr1:146672001-146674000	1	146672001	146674000
Chr1:146726001-146728000	1	146726001	146728000
Chr1:146818001-146820000	1	146818001	146820000
Chr1:147042001-147044000	1	147042001	147044000
Chr1:147284001-147286000	1	147284001	147288000
Chr1:147416001-147418000	1	147416001	147418000
Chr1:147480001-147482000	1	147480001	147506000
Chr1:147592001-147594000	1	147592001	147598000
Chr1:147672001-147674000	1	147672001	147676000
Chr1:147728001-147730000	1	147728001	147730000
Chr1:147772001-147774000	1	147772001	147774000
Chr1:147986001-147988000	1	147986001	147988000
Chr1:148070001-148072000	1	148070001	148072000
Chr1:148076001-148078000	1	148076001	148082000
Chr1:148170001-148172000	1	148170001	148174000
Chr1:148214001-148216000	1	148214001	148218000
Chr1:148274001-148276000	1	148274001	148278000
Chr1:148296001-148298000	1	148296001	148302000
Chr1:148364001-148366000	1	148364001	148370000
Chr1:148380001-148382000	1	148380001	148384000
Chr1:148458001-148460000	1	148458001	148462000
Chr1:148486001-148488000	1	148486001	148490000
Chr1:148516001-148518000	1	148516001	148522000
Chr1:148542001-148544000	1	148542001	148548000
Chr1:148556001-148558000	1	148556001	148558000
Chr1:148878001-148880000	1	148878001	148884000
Chr1:149178001-149180000	1	149178001	149180000
Chr1:149298001-149300000	1	149298001	149302000
Chr1:149394001-149396000	1	149394001	149400000
Chr1:149452001-149454000	1	149452001	149456000
Chr1:149508001-149510000	1	149508001	149512000
Chr1:149516001-149518000	1	149516001	149520000
Chr1:149582001-149584000	1	149582001	149588000
Chr1:149600001-149602000	1	149600001	149604000
Chr1:150234001-150236000	1	150234001	150238000
Chr1:150274001-150276000	1	150274001	150278000
Chr1:150342001-150344000	1	150342001	150344000
Chr1:151122001-151124000	1	151122001	151124000
Chr1:151184001-151186000	1	151184001	151198000
Chr1:151200001-151202000	1	151200001	151208000
Chr1:151548001-151550000	1	151548001	151554000
Chr1:151590001-151592000	1	151590001	151592000
Chr1:151800001-151802000	1	151800001	151802000
Chr1:151866001-151868000	1	151866001	151872000
Chr1:152190001-152192000	1	152190001	152192000
Chr1:152204001-152206000	1	152204001	152206000
Chr1:152244001-152246000	1	152244001	152246000
Chr1:152340001-152342000	1	152340001	152342000
Chr1:152478001-152480000	1	152478001	152484000
Chr1:152664001-152666000	1	152664001	152668000
Chr1:154690001-154692000	1	154690001	154692000
Chr1:154900001-154902000	1	154900001	154904000
Chr1:156120001-156122000	1	156120001	156168000
Chr1:156524001-156526000	1	156524001	156526000
Chr1:157390001-157392000	1	157390001	157394000
Chr1:157608001-157610000	1	157608001	157612000
Chr1:157878001-157880000	1	157878001	157884000
Chr1:158150001-158152000	1	158150001	158152000
Chr1:158332001-158334000	1	158332001	158338000
Chr1:158644001-158646000	1	158644001	158648000
Chr1:158880001-158882000	1	158880001	158886000
Chr1:159024001-159026000	1	159024001	159026000
Chr1:159712001-159714000	1	159712001	159714000
Chr1:159970001-159972000	1	159970001	159976000
Chr1:160422001-160424000	1	160422001	160428000
Chr1:160640001-160642000	1	160640001	160642000
Chr1:160816001-160818000	1	160816001	160820000
Chr1:161934001-161936000	1	161934001	161938000
Chr1:162064001-162066000	1	162064001	162070000
Chr1:162118001-162120000	1	162118001	162120000
Chr1:162264001-162266000	1	162264001	162270000
Chr1:162340001-162342000	1	162340001	162344000
Chr1:162492001-162494000	1	162492001	162494000
Chr1:162820001-162822000	1	162820001	162826000
Chr1:162842001-162844000	1	162842001	162846000
Chr1:163012001-163014000	1	163012001	163016000
Chr1:163470001-163472000	1	163470001	163472000
Chr1:163676001-163678000	1	163676001	163678000
Chr1:163714001-163716000	1	163714001	163716000
Chr1:163784001-163786000	1	163784001	163790000
Chr1:163808001-163810000	1	163808001	163810000
Chr1:164724001-164726000	1	164724001	164730000
Chr1:164738001-164740000	1	164738001	164742000
Chr1:164918001-164920000	1	164918001	164922000
Chr1:165028001-165030000	1	165028001	165032000
Chr1:165268001-165270000	1	165268001	165272000
Chr1:165406001-165408000	1	165406001	165410000
Chr1:165446001-165448000	1	165446001	165450000
Chr1:165528001-165530000	1	165528001	165534000
Chr1:166080001-166082000	1	166080001	166084000
Chr1:166178001-166180000	1	166178001	166180000
Chr1:166354001-166356000	1	166354001	166360000
Chr1:166420001-166422000	1	166420001	166424000
Chr1:166470001-166472000	1	166470001	166474000
Chr1:166602001-166604000	1	166602001	166606000
Chr1:166764001-166766000	1	166764001	166770000
Chr1:166874001-166876000	1	166874001	166876000
Chr1:166914001-166916000	1	166914001	166918000
Chr1:166988001-166990000	1	166988001	166992000
Chr1:167198001-167200000	1	167198001	167202000
Chr1:167476001-167478000	1	167476001	167478000
